name,pp_nonlocal12_high_per_res,plddt_protein_mean,pae_contact_weighted,Rg_full_length_normalized,pp_nonlocal4_per_res,pp_nonlocal4_high_per_res,pp_nonlocal12_per_res,pp_nonlocal24_per_res,pp_nonlocal24_high_per_res,pr_cp_sum,pr_cp_per_nt,pr_top20_mean,pr_rna_max_mean,pr_rna_max_min,pr_rna_coverage_05,pr_protein_coverage_05,pr_high_contacts_per_nt,plddt_core_mean,core_anisotropy
p4_r5_sne_c388,1.318359375,91.63375868252841,1.4305983412322278,4.295682331311653,2.4196484375,2.375,1.3517187499999999,1.1583984375,1.125,48.040000000000006,3.202666666666667,0.945,0.6973333333333332,0.11000000000000001,0.7333333333333333,0.05859375,2.6,94.95265455263613,14.878323139531272
p4_r5_sne_c871,1.34375,91.99622508215525,1.4776149875630835,4.35576417590821,2.4259375,2.41015625,1.35841796875,1.1581640625,1.140625,48.07,3.2046666666666668,0.9839999999999997,0.676,0.03,0.6666666666666666,0.0703125,3.066666666666667,95.18670325694112,15.478384712747125
p4_r5_sne_plus_p7_r5_sne_c295,1.333984375,92.52940779277147,1.4270043590223132,4.325181942414841,2.4259375,2.40234375,1.3576367187499998,1.1575195312500002,1.130859375,47.0,3.1333333333333333,0.791,0.6146666666666667,0.14,0.6666666666666666,0.056640625,2.466666666666667,95.35200160734328,15.130332308787704
p4_r5_sne_plus_p7_r5_sne_c388,1.337890625,92.32722693649666,1.4056761148740957,4.279208848736222,2.4283398437500003,2.40625,1.35814453125,1.15763671875,1.134765625,46.93,3.1286666666666667,0.8714999999999999,0.6513333333333333,0.15,0.6,0.060546875,2.533333333333333,95.01763585992197,14.903646618911491
p4_r5_sne_plus_p7_r5_sne_c871,1.3359375,92.28144186832048,1.4451278735632183,4.349447259280853,2.4284375000000002,2.400390625,1.359375,1.15921875,1.130859375,47.849999999999994,3.1899999999999995,0.9834999999999997,0.6726666666666666,0.03,0.6666666666666666,0.068359375,3.0,95.30689470598847,15.386095397060894
p4_r5_swd_plus_p7_r5_swd_c295,1.330078125,92.4285273141572,1.3707341670028237,4.370509759900416,2.4262109374999996,2.396484375,1.355703125,1.15404296875,1.126953125,37.13,2.4753333333333334,0.7170000000000001,0.46733333333333327,0.04,0.4666666666666667,0.041015625,1.6666666666666667,95.14551306367244,15.723567240867585
p4_r5_swd_plus_p7_r5_swd_c388,1.322265625,91.74489667405078,1.4884324534945808,4.343541802617681,2.420703125,2.3828125,1.3533789062500001,1.1529882812499999,1.119140625,59.510000000000005,3.9673333333333334,0.9904999999999999,0.8473333333333335,0.1,0.8,0.080078125,3.5333333333333328,94.97633492063491,15.496455860562728
p4_r5_swd_plus_p7_r5_swd_c871,1.326171875,92.45866159460114,1.480471960662735,4.2603455450056,2.4239843750000003,2.388671875,1.35447265625,1.1525976562499998,1.123046875,40.32,2.688,0.8205,0.4966666666666667,0.07,0.4666666666666667,0.048828125,2.066666666666667,95.0730311763468,14.689989442426016
p4_r5_the_plus_p7_r5_the_c295,1.31640625,92.08200291714579,1.3763535720463589,4.392885448682447,2.42353515625,2.38671875,1.354921875,1.1532421875,1.115234375,36.99,2.466,0.3970000000000001,0.28200000000000003,0.07,0.06666666666666667,0.001953125,0.06666666666666667,94.9448806998557,15.791681548173276
p4_r5_the_plus_p7_r5_the_c388,1.31640625,92.48083608039096,1.4355545119572284,4.307008533086082,2.42109375,2.3828125,1.3516601562500001,1.1516210937499998,1.115234375,49.35,3.29,0.9489999999999998,0.7286666666666668,0.14,0.7333333333333333,0.060546875,2.6666666666666665,95.39931631042569,15.177907711403549
p4_r5_the_plus_p7_r5_the_c871,1.326171875,92.37080933089264,1.3846629480693562,4.334791627428276,2.42294921875,2.39453125,1.35509765625,1.1543359375,1.123046875,47.1,3.14,0.9859999999999998,0.6726666666666666,0.03,0.6666666666666666,0.068359375,2.933333333333333,95.44538924462884,15.33536821262662
p4_r5_yth_plus_p7_r5_yth_c295,1.328125,91.81863531633297,1.4435675511795107,4.41042684058522,2.4288085937500004,2.40234375,1.3528515625,1.1527734375,1.126953125,33.94,2.2626666666666666,0.418,0.3106666666666666,0.12,0.13333333333333333,0.00390625,0.13333333333333333,94.64414152470471,16.253225063328323
p4_r5_yth_plus_p7_r5_yth_c388,1.330078125,91.64400680141257,1.4981507096030546,4.4111824862716915,2.43072265625,2.400390625,1.35556640625,1.15564453125,1.126953125,35.69,2.3793333333333333,0.845,0.61,0.1,0.7333333333333333,0.046875,1.9333333333333331,94.56020468791753,16.2620463327619
p4_r5_yth_plus_p7_r5_yth_c871,1.330078125,91.46487149874864,1.5136010325334563,4.417654182621386,2.43111328125,2.40234375,1.354375,1.15453125,1.126953125,36.61,2.4406666666666665,0.7755,0.5766666666666667,0.12,0.7333333333333333,0.046875,2.066666666666667,94.45514130591631,16.28446579780096
p4_r5_yye_plus_p7_p5_yye_c295,1.32421875,91.36205317192574,1.4416766484349068,4.30240506175903,2.4239453125,2.39453125,1.35337890625,1.14931640625,1.119140625,30.339999999999996,2.022666666666667,0.3005000000000001,0.2313333333333333,0.08,0.0,0.0,0.0,94.43287389319785,15.136017089425234
p4_r5_yye_plus_p7_p5_yye_c388,1.322265625,91.54596104896623,1.453050290331456,4.362829957925079,2.41931640625,2.384765625,1.3488085937499998,1.154765625,1.126953125,52.57000000000001,3.5046666666666666,0.9844999999999999,0.8333333333333336,0.09,0.8666666666666668,0.072265625,3.2,95.249616195353,15.506214740141221
p4_r5_yye_plus_p7_p5_yye_c871,1.3203125,91.5399575961907,1.5025780268345876,4.375768662950209,2.4229101562500004,2.3828125,1.35232421875,1.1580078125,1.123046875,41.31,2.754,0.9565000000000001,0.65,0.03,0.6666666666666666,0.05859375,2.533333333333333,95.28003912137245,15.837815980014355
p5_r6_aye_c295,1.3359375,92.41778535381718,1.4150168219461698,4.331676528773117,2.426171875,2.404296875,1.3584375,1.15630859375,1.130859375,45.54,3.036,0.8344999999999999,0.618,0.11000000000000001,0.6666666666666666,0.05859375,2.4,95.37972058214419,15.23260234662616
p5_r6_aye_c388,1.3046875,91.3890446845689,1.4378145177635577,4.290668065646061,2.41771484375,2.37109375,1.3491015625,1.1537890625,1.107421875,58.239999999999995,3.8826666666666663,0.992,0.834,0.09,0.8,0.080078125,3.4666666666666672,95.19249629379108,15.198330442181339
p5_r6_aye_c871,1.318359375,91.39931105904188,1.5040756516428422,4.332628406241486,2.421279296875,2.3837890625,1.353662109375,1.154150390625,1.1162109375,50.405,3.360333333333333,0.9859999999999998,0.7406666666666667,0.085,0.7333333333333334,0.0732421875,3.0999999999999996,94.99045013344423,15.264407124384118
p5_r6_dfe_c295,1.322265625,91.61933399423927,1.4826480821146544,4.359581207617699,2.4202734375,2.388671875,1.35291015625,1.15728515625,1.125,45.160000000000004,3.010666666666667,0.7464999999999999,0.5640000000000001,0.2,0.5333333333333333,0.0546875,2.3333333333333335,95.05265460040216,15.400374925316594
p5_r6_dfe_c388,1.326171875,91.63517285170342,1.4388547011010548,4.311375975318621,2.4226562499999997,2.396484375,1.355234375,1.1535546874999998,1.123046875,58.629999999999995,3.9086666666666665,0.993,0.8460000000000003,0.09,0.8,0.080078125,3.5333333333333328,94.99575612757869,15.104481779623901
p5_r6_dfe_c871,1.32421875,91.01179473389024,1.4623900601318556,4.3314741022195875,2.4158984375,2.388671875,1.34794921875,1.1539453125,1.126953125,57.629999999999995,3.8419999999999996,0.991,0.8213333333333332,0.14,0.8,0.08203125,3.5333333333333328,94.90733007539015,15.321211399733471
p5_r6_fwd_c295,1.3203125,92.74941280410128,1.3420968161707298,4.477765967779027,2.4178125,2.38671875,1.3508203124999998,1.1491601562499998,1.1171875,38.550000000000004,2.5700000000000003,0.6034999999999999,0.4486666666666668,0.04,0.4,0.033203125,1.4,95.42232660734328,17.173162694510307
p5_r6_fwd_c388,1.32421875,91.86568828716857,1.4183746069467187,4.346987397712499,2.4150976562500004,2.390625,1.34787109375,1.1471484375,1.12109375,54.739999999999995,3.6493333333333324,0.9889999999999999,0.8260000000000002,0.09,0.8,0.076171875,3.3333333333333335,95.16493592422238,15.616120817559931
p5_r6_fwd_c871,1.32421875,92.02379510048871,1.5020154758615154,4.281663952751476,2.4195019531249997,2.384765625,1.3541601562499999,1.155087890625,1.1240234375,41.205,2.747,0.85375,0.506,0.08499999999999999,0.43333333333333335,0.0478515625,1.9333333333333336,95.17336359803392,14.841659931508945
p5_r6_lrd_c295,1.30078125,92.51432381403319,1.3920902516043598,4.472749046690529,2.41080078125,2.369140625,1.3421679687499999,1.14169921875,1.099609375,39.42,2.628,0.8684999999999998,0.576,0.03,0.6666666666666666,0.05078125,2.1333333333333333,95.05007915313854,17.152868290765575
p5_r6_lrd_c388,1.30078125,92.0483684480125,1.4477258489823865,4.399858708331476,2.4103710937500002,2.369140625,1.34064453125,1.1402734374999999,1.1015625,45.04,3.002666666666667,0.9125,0.6806666666666668,0.09,0.7333333333333333,0.06640625,2.8666666666666667,94.65722948432742,16.363570390773994
p5_r6_lrd_c871,1.318359375,92.10028075565927,1.5027253866465484,4.397088995257763,2.4141015625,2.384765625,1.3462109375,1.14544921875,1.115234375,46.51,3.1006666666666667,0.9774999999999997,0.6673333333333332,0.03,0.6666666666666666,0.06640625,2.8666666666666667,94.9973619663901,16.202243873704006
p5_r6_nye_c295,1.3359375,92.76043054371843,1.4082758967289857,4.452067188463713,2.42802734375,2.3984375,1.3601953125,1.16025390625,1.134765625,44.019999999999996,2.9346666666666663,0.8584999999999999,0.6133333333333333,0.05,0.6666666666666666,0.0625,2.7333333333333334,95.57231840144166,16.552642620375508
p5_r6_nye_c388,1.328125,91.8679664623354,1.4294795608569908,4.343878659964749,2.4249609375,2.390625,1.35740234375,1.15533203125,1.123046875,58.82000000000001,3.921333333333334,0.9949999999999999,0.8460000000000001,0.09,0.8,0.080078125,3.5333333333333328,95.1643710444391,15.437278537198583
p5_r6_nye_c871,1.337890625,92.01052825351732,1.489401630739585,4.383841312265678,2.42619140625,2.400390625,1.35818359375,1.1578710937499999,1.134765625,46.69,3.1126666666666667,0.9854999999999997,0.6753333333333333,0.03,0.6666666666666666,0.06640625,2.8666666666666667,95.22261861338251,15.746349989309408
p5_r6_sfe_c295,1.3359375,92.28903048988772,1.4634899406071589,4.305128656098051,2.42630859375,2.40234375,1.35814453125,1.156015625,1.130859375,46.7,3.1133333333333337,0.8475000000000001,0.624,0.13,0.6,0.056640625,2.3333333333333335,95.18782094423065,15.093282810845494
p5_r6_sfe_c388,1.314453125,91.34027790037653,1.4572150542305633,4.306555733489371,2.417421875,2.37890625,1.34876953125,1.153828125,1.1171875,57.98,3.865333333333333,0.993,0.8373333333333333,0.09,0.8,0.080078125,3.4666666666666672,95.14217031275052,15.219081529795591
p5_r6_sfe_c871,1.32421875,90.92292137361338,1.528853863236524,4.320725642052408,2.42181640625,2.392578125,1.3544140625,1.1524804687499999,1.119140625,60.45,4.03,0.9934999999999998,0.8413333333333333,0.15,0.8666666666666668,0.087890625,3.8666666666666663,94.43030429276229,15.210637831847531
p5_r6_swd_c295,1.3203125,92.5337436355745,1.3266796332716335,4.469749409418988,2.41728515625,2.380859375,1.350625,1.1495507812499999,1.1171875,38.09,2.5393333333333334,0.7170000000000001,0.4793333333333335,0.04,0.4666666666666667,0.041015625,1.8,95.33775659321388,16.815327748171
p5_r6_swd_c388,1.3203125,91.9247716252931,1.4410503611702206,4.255705569421312,2.4173046874999997,2.38671875,1.3492382812500001,1.14740234375,1.1171875,55.48,3.6986666666666665,0.9875,0.8393333333333335,0.1,0.8,0.076171875,3.3333333333333335,94.99940927445752,15.030571759587664
p5_r6_swd_c871,1.330078125,92.34577004503743,1.447802515123951,4.346262009463818,2.42041015625,2.396484375,1.35275390625,1.1519335937500002,1.126953125,47.41,3.1606666666666663,0.9844999999999997,0.6739999999999999,0.03,0.6666666666666666,0.068359375,2.933333333333333,95.34546177449093,15.459807792634473
p5_r6_syq_c295,1.341796875,92.41348698762175,1.4981342424765522,4.341370160365552,2.4266015625,2.408203125,1.357734375,1.1559375,1.13671875,50.53,3.368666666666667,0.9110000000000001,0.7073333333333331,0.2,0.8,0.064453125,2.8,95.36946612921545,15.32556571336605
p5_r6_syq_c388,1.3193359375,91.57709827170984,1.4443989924003373,4.312548932347891,2.418876953125,2.3818359375,1.35078125,1.1532324218749999,1.119140625,59.084999999999994,3.939,0.9934999999999998,0.8440000000000001,0.09,0.8333333333333335,0.08203125,3.6,95.12116407577761,15.208882554059738
p5_r6_syq_c871,1.314453125,91.10670089201162,1.4959559142584395,4.336613605402346,2.418515625,2.375,1.3503515625,1.15625,1.119140625,57.65,3.843333333333333,0.9909999999999999,0.8133333333333332,0.13,0.7333333333333333,0.08203125,3.5333333333333328,95.10022399073407,15.288523885629335
p5_r6_thn_c295,1.326171875,92.1809786820493,1.492149249422633,4.315202957222359,2.421875,2.392578125,1.353125,1.15046875,1.123046875,42.230000000000004,2.8153333333333337,0.6875,0.5153333333333333,0.11000000000000001,0.4666666666666667,0.048828125,2.0,95.08517466162952,15.140344526610019
p5_r6_thn_c388,1.32421875,92.03530209502955,1.4055174505075594,4.316754264540511,2.42205078125,2.392578125,1.35259765625,1.1506835937500002,1.119140625,59.67999999999999,3.978666666666667,0.992,0.8506666666666669,0.09,0.8,0.083984375,3.6666666666666665,95.0027281178184,15.134185930579923
p5_r6_thn_c871,1.31640625,91.80613123548544,1.4044109585088582,4.322787225909842,2.42517578125,2.38671875,1.353828125,1.15142578125,1.11328125,61.09000000000001,4.072666666666667,0.99,0.842,0.14,0.8666666666666668,0.091796875,4.0,94.84997067416893,15.27622421305
p5_r6_tte_c295,1.314453125,92.23419436834865,1.3719675752151066,4.387721303201917,2.42154296875,2.388671875,1.352890625,1.15279296875,1.11328125,43.22,2.881333333333333,0.867,0.6239999999999999,0.04,0.7333333333333333,0.060546875,2.6,95.42361734407568,16.073439965055975
p5_r6_tte_c388,1.3203125,92.32326894207138,1.4379051811228172,4.34586354969573,2.4246484375,2.39453125,1.3533203125,1.15126953125,1.119140625,43.04,2.869333333333333,0.883,0.6626666666666666,0.1,0.7333333333333333,0.060546875,2.6,95.13342809510448,15.265173862157855
p5_r6_tte_c871,1.3046875,91.5407780153657,1.5254099786854585,4.22668823377842,2.418203125,2.373046875,1.34701171875,1.1516796875,1.109375,38.31999999999999,2.5546666666666664,0.8990000000000002,0.49733333333333346,0.08,0.4666666666666667,0.046875,1.8666666666666667,94.9224525713484,14.339684701418244
p5_r6_twd_c295,1.3125,92.39496258173251,1.3724759563236677,4.510344967191058,2.415078125,2.37890625,1.35048828125,1.15005859375,1.111328125,41.39,2.759333333333333,0.8244999999999999,0.6046666666666667,0.04,0.7333333333333333,0.0546875,2.466666666666667,95.44161689798113,17.511849770483757
p5_r6_twd_c388,1.3046875,91.80229232588158,1.3982022847023647,4.3670417941697375,2.4130664062500005,2.373046875,1.34556640625,1.1437109375,1.099609375,57.06,3.8040000000000007,0.9879999999999999,0.8346666666666668,0.1,0.8666666666666668,0.08203125,3.6666666666666665,94.95820960030197,15.817823635748145
p5_r6_twd_c871,1.306640625,92.07072863188243,1.4306517877631593,4.3309649430850605,2.4137207031249996,2.369140625,1.346396484375,1.148310546875,1.1083984375,40.455,2.697,0.819,0.4903333333333334,0.07,0.43333333333333335,0.0458984375,1.8333333333333335,95.08731251127345,15.462865241367371
p5_r6_tye_c295,1.333984375,92.79157084066108,1.4437317469680184,4.297564437394435,2.4236914062499997,2.3984375,1.35759765625,1.155078125,1.12890625,44.4,2.96,0.7765,0.5573333333333331,0.1,0.6,0.056640625,2.3333333333333335,95.60619626088932,15.003205922518626
p5_r6_tye_c388,1.32421875,91.60220819748828,1.4667598653315415,4.307717774736024,2.41833984375,2.388671875,1.35169921875,1.15205078125,1.123046875,58.6,3.906666666666667,0.992,0.840666666666667,0.09,0.8,0.080078125,3.5333333333333328,95.08624116362033,15.03161417175691
p5_r6_tye_c871,1.33203125,92.07239506927534,1.514929230680624,4.352503899599306,2.42380859375,2.39453125,1.35646484375,1.155078125,1.12890625,47.03,3.1353333333333335,0.9854999999999997,0.672,0.03,0.6666666666666666,0.068359375,2.933333333333333,95.20663641207044,15.52000112801377
p5_r6_vfn_c295,1.326171875,92.17347963113275,1.3246978568750183,4.405730809661465,2.42193359375,2.390625,1.3542578124999998,1.15181640625,1.12109375,40.06,2.670666666666667,0.5520000000000002,0.4026666666666666,0.09,0.3333333333333333,0.0234375,0.8666666666666668,94.95060501058867,16.018339129317553
p5_r6_vfn_c388,1.314453125,91.19986852481286,1.5122238458311033,4.30394979051695,2.41650390625,2.37890625,1.3499804687499999,1.1490234375,1.111328125,58.11999999999999,3.874666666666667,0.9914999999999999,0.8320000000000001,0.1,0.8,0.080078125,3.5333333333333328,94.60825507037973,15.147053984491668
p5_r6_vfn_c871,1.306640625,90.91811213755862,1.4968354613834984,4.321829105944818,2.4147265625000003,2.3671875,1.34763671875,1.1537695312499998,1.111328125,56.1,3.7399999999999998,0.9864999999999997,0.8053333333333335,0.15,0.8,0.080078125,3.5333333333333328,94.69102264309763,15.266193144624518
p6_r7_mhq_c295,1.328125,92.07976592473281,1.4490291401571183,4.443979895917478,2.4309960937499997,2.39453125,1.35994140625,1.1580664062500001,1.125,34.05,2.27,0.32900000000000007,0.24266666666666667,0.03,0.0,0.0,0.0,94.91799034625353,16.527574782885274
p6_r7_mhq_c388,1.337890625,92.29344556572984,1.5410631973463143,4.332611074663199,2.43146484375,2.41015625,1.36013671875,1.15873046875,1.1328125,52.68000000000001,3.5120000000000005,0.9365,0.7799999999999999,0.09,0.8,0.07421875,3.2666666666666666,95.25236450299955,15.360769378185415
p6_r7_mhq_c871,1.3359375,92.38027379176813,1.4465617447347223,4.363962900752204,2.42736328125,2.40625,1.3576562499999998,1.156953125,1.1328125,46.09,3.072666666666667,0.9884999999999998,0.6666666666666667,0.03,0.6666666666666666,0.068359375,2.933333333333333,95.31122866946582,15.741123126718147
p6_r7_qfw_c295,1.29296875,91.8185402770732,1.4036481405922125,4.369757581053088,2.40890625,2.359375,1.3403125,1.1462890624999997,1.09765625,43.83,2.9219999999999997,0.771,0.5526666666666666,0.1,0.6,0.0546875,2.2,95.02758989180829,15.742278861453594
p6_r7_qfw_c388,1.296875,91.38702820898719,1.4944260317183435,4.348939550754471,2.41025390625,2.3671875,1.34361328125,1.14314453125,1.095703125,57.89,3.8593333333333333,0.992,0.8433333333333335,0.09,0.8666666666666668,0.080078125,3.5333333333333328,94.78350135431698,15.686149379126338
p6_r7_qfw_c871,1.310546875,91.9531438604798,1.4043452034883719,4.393192749012522,2.410234375,2.37109375,1.3437500000000002,1.14451171875,1.109375,47.769999999999996,3.1846666666666663,0.9884999999999998,0.6739999999999999,0.03,0.6666666666666666,0.0703125,3.0,95.07860513234195,15.939485878109787
p6_r7_qrw_c295,1.322265625,91.78567359208716,1.4312675790877722,4.447729599650338,2.41541015625,2.388671875,1.3471484374999998,1.14607421875,1.1171875,39.34,2.622666666666667,0.5745000000000002,0.41133333333333344,0.07,0.4666666666666667,0.03515625,1.4666666666666666,94.58641769447118,16.571594852260983
p6_r7_qrw_c388,1.30859375,91.03642734825937,1.4623436020683127,4.333176395110241,2.4082421875,2.376953125,1.34091796875,1.14748046875,1.111328125,57.279999999999994,3.8186666666666667,0.9894999999999999,0.8373333333333333,0.09,0.8,0.078125,3.4,94.69338153125167,15.198171466940437
p6_r7_qrw_c871,1.302734375,91.37940509447151,1.5108928597391649,4.358468183815174,2.4095703125,2.365234375,1.34333984375,1.15078125,1.107421875,47.53,3.1686666666666667,0.9809999999999997,0.6706666666666666,0.03,0.6666666666666666,0.068359375,3.0,94.98506972886939,15.681114667042882
p6_r7_trq_c295,1.33984375,92.54949496288216,1.3372589225540945,4.451693679786137,2.4315625,2.40625,1.36208984375,1.1600195312500001,1.13671875,40.160000000000004,2.677333333333334,0.6205,0.44800000000000006,0.08,0.4666666666666667,0.029296875,1.2,95.35175289168136,16.569158344394694
p6_r7_trq_c388,1.3203125,91.183588262367,1.4784840067705396,4.317664402607677,2.4187304687499998,2.37890625,1.3500585937499998,1.15728515625,1.125,58.39,3.892666666666666,0.9934999999999998,0.8333333333333333,0.09,0.8666666666666668,0.080078125,3.5333333333333328,94.91530586670275,15.211618582669558
p6_r7_trq_c871,1.337890625,91.90769613334798,1.4544288608831852,4.37231810910318,2.4273046875,2.40234375,1.35916015625,1.15841796875,1.134765625,47.53999999999999,3.169333333333333,0.9879999999999998,0.6733333333333335,0.03,0.6666666666666666,0.068359375,2.933333333333333,95.13172506029207,15.524077726048557
p6_r7_wfd_c295,1.318359375,91.97820338034361,1.4054384826193567,4.455960924372688,2.4231249999999998,2.3828125,1.3541015625,1.151953125,1.115234375,38.83,2.5886666666666667,0.5269999999999999,0.3453333333333333,0.04,0.26666666666666666,0.025390625,0.8666666666666668,94.87204947808108,16.720393481365228
p6_r7_wfd_c388,1.318359375,91.56607437474636,1.4642199185700673,4.351520192589321,2.4211328125,2.38671875,1.3527734375,1.15134765625,1.11328125,56.36,3.757333333333334,0.993,0.8426666666666668,0.09,0.8,0.078125,3.4,94.85742636734408,15.444735524887363
p6_r7_wfd_c871,1.326171875,91.7686709288758,1.4276515370391771,4.391217149742346,2.4197265625,2.388671875,1.35203125,1.151640625,1.123046875,44.0,2.933333333333333,0.9889999999999999,0.6726666666666667,0.03,0.6666666666666666,0.0625,2.7333333333333334,94.94641461155871,16.093246000477215
p6_r7_wfq_c295,1.30859375,91.45436998472448,1.4641914547626242,4.497723943897681,2.42474609375,2.37109375,1.35720703125,1.15935546875,1.109375,44.3,2.953333333333333,0.9224999999999998,0.6713333333333333,0.05,0.7333333333333333,0.0625,2.6666666666666665,94.9371940638194,17.207884929587244
p6_r7_wfq_c388,1.318359375,91.28284503855518,1.4868860631457261,4.341132910317751,2.4206250000000002,2.3828125,1.3516601562500001,1.1576562499999998,1.125,52.05999999999999,3.4706666666666663,0.9679999999999996,0.7693333333333333,0.11000000000000001,0.8,0.076171875,3.1333333333333333,94.81521728578778,15.355773979709776
p6_r7_wfq_c871,1.330078125,91.98704804560673,1.4188040096785342,4.418925299817102,2.4235937499999998,2.39453125,1.35609375,1.15576171875,1.12890625,44.14,2.9426666666666668,0.9889999999999999,0.6746666666666667,0.03,0.6666666666666666,0.0625,2.7333333333333334,95.19977152594063,16.061112941222703
p7_r5_syvirr_c295,1.328125,91.73620074841608,1.39923728935515,4.388650212542031,2.4250390625,2.392578125,1.35720703125,1.15498046875,1.125,33.589999999999996,2.239333333333333,0.364,0.23933333333333331,0.06,0.0,0.0,0.0,94.73284191952594,16.01529063686894
p7_r5_syvirr_c388,1.32421875,91.26616942372948,1.4430390185327182,4.337065537666949,2.41796875,2.380859375,1.3500195312499998,1.1571484375,1.12890625,58.08,3.872,0.9914999999999999,0.8313333333333335,0.09,0.8,0.08203125,3.5333333333333328,94.99339544535968,15.687670586184598
p7_r5_syvirr_c871,1.326171875,91.58384650720373,1.472298147425051,4.401370727236231,2.4201367187500002,2.392578125,1.35052734375,1.1573828125,1.12890625,47.05,3.1366666666666663,0.9695,0.6646666666666666,0.03,0.6666666666666666,0.068359375,2.8666666666666667,95.25392890078028,15.974977866288588
p8_r6_gve_c295,1.3125,91.32456377657715,1.4370271482735666,4.378375354096802,2.4206445312500002,2.380859375,1.3496484375,1.1543359375,1.115234375,36.04,2.4026666666666667,0.4505,0.31,0.03,0.2,0.01171875,0.4,94.84148505491423,15.820036265059969
p8_r6_gve_c388,1.322265625,91.34492929180195,1.447461884961885,4.286971624131519,2.41740234375,2.376953125,1.3528125,1.16158203125,1.1328125,58.34000000000001,3.889333333333334,0.9905000000000002,0.8293333333333337,0.09,0.8,0.078125,3.4666666666666672,94.91674193372214,15.01178170049317
p8_r6_gve_c871,1.33203125,91.81766030914613,1.4913549381826567,4.325166353501359,2.42275390625,2.39453125,1.3554296875,1.16259765625,1.138671875,48.04,3.2026666666666666,0.9814999999999996,0.6706666666666667,0.03,0.6666666666666666,0.0703125,3.066666666666667,95.61712026615359,15.120825853003089
wt_puf12_9_c295,1.33203125,92.43972202606422,1.4150963227459903,4.33563205812096,2.4240820312499998,2.400390625,1.3565234375,1.155234375,1.12890625,47.79,3.186,0.8645000000000002,0.6533333333333334,0.13,0.6666666666666666,0.05859375,2.466666666666667,95.35622679122574,15.42494271737632
